"許可證字號","中文品名","英文品名","形狀","特殊劑型","顏色","特殊氣味","刻痕","外觀尺寸","標註一","標註二","外觀圖檔連結"
"衛署藥製字第047648號","""信東""道喜錠10毫克","Dosin Tablets 10mg","圓形","","白","","無","7","ST 258",,"https://mcp.fda.gov.tw/insert/shapeImg/9eed3910-18b9-473f-ad18-0b5083b8dc9a?c=o"
"衛署藥製字第047656號","摩舒胃清膜衣錠5毫克","MOPRIDE F.C. TABLETS 5MG","四邊形","","白","","直線","09","M P",,"https://mcp.fda.gov.tw/insert/shapeImg/c36adc04-465d-4937-9d23-8755faa699e6?c=o"
"衛署藥製字第047671號","利糖順錠50毫克","Glubose Tablet 50mg","圓形","","白","","無","7.00","A01",,"https://mcp.fda.gov.tw/insert/shapeImg/4f3b20f1-ec63-48ea-a68c-9df672cfe66d?c=o"
"衛署藥製字第047687號","漢伏醣膜衣錠850毫克","Henformin F.C. Tablet 850mg","橢圓形","","白","","無","19.6","S","850","https://mcp.fda.gov.tw/insert/shapeImg/d039419f-388e-49af-b40d-e8166cd9b2d6?c=o"
"衛署藥製字第047689號","癲合膜衣錠300毫克","Neurtrol F.C. Tablets 300mg","橢圓形","","黃","","直線","15.3","GL 300",,"https://mcp.fda.gov.tw/insert/shapeImg/cb65c104-38ce-4f8e-8c0d-6e20d30e99df?c=o"
"衛署藥製字第047690號","""信東""雷司動錠2毫克","Risdone Tablets 2mg (Risperidone)","橢圓形","","橘","","直線","12","R2 R2","SINTONG","https://mcp.fda.gov.tw/insert/shapeImg/ed0335fe-1ec3-4407-afcb-519ed7b24d4d?c=o"
"衛署藥製字第047693號","""井田""噴可舒口腔消炎噴液劑","PHONKHOUZSU Anti-inflammatory spray ""Chin Teng""","液劑(包含糖漿用粉劑)","","橘","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/4519b881-a8fe-462f-854c-ea279127f4a0_img_1?c=o"
"衛署藥製字第047696號","愛顧骨加強型口服溶液用粉劑","Ibone powder for Oral Solution","顆粒劑、粉劑或散劑","","白","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/ae5c96b3-f2ce-4683-b396-1bf1bb5279e7?c=o"
"衛署藥製字第047702號","敏喘克咀嚼錠5毫克","Anxokast Chewable Tablet 5mg","圓形","","紅","","無","10","AX 005",,"https://mcp.fda.gov.tw/insert/shapeImg/9c80d5d8-7aab-4b09-a717-db5d33153a32_img_1?c=o"
"衛署藥製字第047771號","列優治持續性藥效錠10毫克","Lafuzo XL prolonged release tablets 10 mg","圓形","","白","","無","8","PM 011",,"https://mcp.fda.gov.tw/insert/shapeImg/8b42e0d6-6644-4d41-a42a-a865add6214e_img_1?c=o"
"衛署藥製字第047772號","""元宙"" 蓓妮錠","BONY Tablets ""Y.C.""","圓形","","橘","","直線","7","Z",,"https://mcp.fda.gov.tw/insert/shapeImg/058a1207-429f-4c90-9c6c-0039b94caaa6_img_1?c=o"
"衛署藥製字第047783號","""強生"" 安嗽痰錠20毫克","Verin Tablets 20mg ""Johnson""","圓形","","橘","","無","7.2","JCP",,"https://mcp.fda.gov.tw/insert/shapeImg/67807e2d-3459-4f3c-adf7-77ae604fbc19?c=o"
"衛署藥製字第047785號","驅炎寧膜衣錠50毫克(二克氯吩鉀)","Deflam-K F.C. Tablets 50mg (Diclofenac Potassium)","圓形","","黃","","直線","9.5","SK 303",,"https://mcp.fda.gov.tw/insert/shapeImg/d5380f43-e72c-4043-8106-266b12eb65a0?c=o"
"衛署藥製字第047787號","服樂適 膜衣錠 10 毫克","Flexer F.C. Tablets 10mg","圓形","","黃","","直線","7","FLX SY",,"https://mcp.fda.gov.tw/insert/shapeImg/d844027d-77a7-4987-88bd-fa98e7a79a28?c=o"
"衛署藥製字第047788號","美普羅錠500毫克","MEPRO TABLETS 500MG","四邊形","","白","","直線","22","M 500","SYN","https://mcp.fda.gov.tw/insert/shapeImg/f96da9b6-3962-4bbd-8471-be9ed53fde84?c=o"
"衛署藥製字第047790號","糖益達錠2.0毫克","AmaDM Tablets 2.0mg","雙圓形","","綠","","直線","10","BMB D04",,"https://mcp.fda.gov.tw/insert/shapeImg/47573cfe-93d7-4251-b0e7-2d06151d1968?c=o"
"衛署藥製字第047792號","""順華"" 樂可樂舒液劑","Lactulose Liquid ""SHUN HWA""","液劑(包含糖漿用粉劑)","","黃","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/a94f64ab-1a7e-4837-85a4-21e34ce52b58?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e97aa74d-2d5f-45c7-a237-a4e173742d59?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f1fb1aaa-535e-410b-a8eb-41b1ed560c81?c=o"
"衛署藥製字第047793號","思特寧膜衣錠1毫克","SPITERIN F.C. Tablets 1mg (Risperidone)","四邊形","","白","","直線",,"SK 1",,"https://mcp.fda.gov.tw/insert/shapeImg/1fc1f31c-185d-4d93-a327-8996efc9668c?c=o"
"衛署藥製字第047811號","助療醣膜衣錠100毫克","Taglu F.C. Tablets 100mg","圓形","","白","","直線","9","AX 037","A 100","https://mcp.fda.gov.tw/insert/shapeImg/2b172847-6a7e-4c03-855e-8e30cf1d8a99_img_1?c=o"
"衛署藥製字第047813號","敏喘克膜衣錠10毫克","Anxokast F.C. Tablets 10mg","四邊形","","黃","","無","8","AX 010",,"https://mcp.fda.gov.tw/insert/shapeImg/52f57b47-feff-4288-a1d4-0fc265a6a176_img_1?c=o"
"衛署藥製字第047830號","理波膜衣錠2毫克","Riper F.C. Tablets 2 mg","四邊形","","橘","","直線","12.2","CCP 132",,"https://mcp.fda.gov.tw/insert/shapeImg/d96fa969-58a0-4ba0-9ce4-88ebfef7f9b7?c=o"
"衛署藥製字第047840號","""皇佳"" 益普消600毫克膜衣錠","Iprofen 600mg F.C. Tablet ""Royal""","圓形","","粉","","無","13",,,"https://mcp.fda.gov.tw/insert/shapeImg/60e1afad-eb2c-4fcb-a654-bfc38ea307e7?c=o"
"衛署藥製字第047848號","助療醣膜衣錠50毫克","Taglu F.C. Tablets 50mg","圓形","","白","","無","7","AX 036","A 50","https://mcp.fda.gov.tw/insert/shapeImg/3f1c1f7e-98cb-4cb6-9b45-5d9dd52c256b_img_1?c=o"
"衛署藥製字第047874號","""杏輝"" 杏骨樂膠囊 400毫克","Sinclote Capsules ""Sinphar"" 400mg","膠囊","","黃;;;黃","","無","20","SP614",,"https://mcp.fda.gov.tw/insert/shapeImg/2a3005a6-e41f-4fdf-9414-b9acb2fa866d_img_1?c=o"
"衛署藥製字第047877號","萊世膠囊","Lax Capsules","膠囊","","黑;;;黑","","無","22.3","011",,"https://mcp.fda.gov.tw/insert/shapeImg/337ff585-5700-43a1-a290-adcafbcea6a7?c=o"
"衛署藥製字第047890號","""元宙"" 希敏適膜衣錠　","NASAGA F.C. TABLETS ""Y.C.""","橢圓形","","橘","","直線","12","422",,"https://mcp.fda.gov.tw/insert/shapeImg/79abc649-ec9f-4e99-9124-bbe75880c222_img_1?c=o"
"衛署藥製字第047894號","鬱心平錠25毫克","Carvio Tablet 25mg","圓形","","白","","直線","7","AX 018",,"https://mcp.fda.gov.tw/insert/shapeImg/1ba86f57-28c3-4344-b6a2-f0314f54d29b_img_1?c=o"
"衛署藥製字第047901號","賜康保肝膠囊150毫克","Silymarin Capsules 150mg ""TBC""","膠囊","","紅;;;紅","","無","22","CH 101",,"https://mcp.fda.gov.tw/insert/shapeImg/bd1134c4-e6ea-424e-a8ba-62769bdee158?c=o"
"衛署藥製字第047905號","立穩癲膜衣錠600毫克","Gaty film-coated tablet 600mg","橢圓形","","白","","直線","18","AX 026","600","https://mcp.fda.gov.tw/insert/shapeImg/2fd45995-5ca1-4526-90c0-4e8920b9f93e_img_1?c=o"
"衛署藥製字第047911號","穩壓膜衣錠50毫克","Zosaa F.C. Tablets 50mg","橢圓形","","白","","直線","10.7","E117",,"https://mcp.fda.gov.tw/insert/shapeImg/dfa9812b-ccea-4734-82c9-03d19c9209a4?c=o"
"衛署藥製字第047913號","""培力"" 佑汝膠囊2.5毫克　","Gestrin Capsule 2.5mg ""P.L.""","膠囊","","粉;;;白","","無","16","Peili C12",,"https://mcp.fda.gov.tw/insert/shapeImg/bc4cb168-6ece-48ec-aaae-6624f8f94897?c=o"
"衛署藥製字第047916號","""衛達"" 瀉樂 膜衣錠","Suros F.C. Tablets ""Weidar""","圓形","","棕","","無","7","WD",,"https://mcp.fda.gov.tw/insert/shapeImg/2ca247ec-c8a4-4702-a68f-466991526bf6?c=o"
"衛署藥製字第047924號","""十全"" 樂醇膜衣錠20毫克","Zostatin F.C. Tablets 20 mg ""S.C.""","橢圓形","","粉","","無","11.8",,,"https://mcp.fda.gov.tw/insert/shapeImg/34a166ca-7b39-48f5-be20-5c516be81cc8?c=o"
"衛署藥製字第047928號","律脂 膜衣錠20毫克","Sivasin Film Coated Tablets 20mg","橢圓形","","橘","","無","11.5","YSP 11",,"https://mcp.fda.gov.tw/insert/shapeImg/f445cfaf-dae8-4419-a9d9-2170f9c3935c?c=o"
"衛署藥製字第047936號","""應元"" 氧化鎂錠330毫克　","Magnesium Oxide Tablets 330mg ""Y.Y.""","圓形","","白","","無","10","YP","688","https://mcp.fda.gov.tw/insert/shapeImg/e9f33276-55d1-4555-82c5-ba6cd613a585_img_1?c=o"
"衛署藥製字第047941號","""強生"" 益骨力膠囊250毫克","JOSAMINE CAPSULES 250MG ""JOHNSON""","膠囊","","紅;;;白","","無","19",,,"https://mcp.fda.gov.tw/insert/shapeImg/6659f4dd-3208-47a8-9ce1-3800b48b5e1f?c=o"
"衛署藥製字第047947號","無秘 腸溶糖衣錠","Bisacodyl Enteric Sugar Coated Tablets","圓形","","黃","","無","6.2","YSP",,"https://mcp.fda.gov.tw/insert/shapeImg/c4313391-a3f4-45ee-8b20-88604103eaba?c=o"
"衛署藥製字第047953號","""永勝"" 喜洛緩釋微粒膠囊","Hiros S.R.M. Capsules ""EVEREST""","膠囊","","灰;;;粉","","無","19","Everest Hiros",,"https://mcp.fda.gov.tw/insert/shapeImg/6b290708-d43e-48bc-a737-3492623ab5c8?c=o"
"衛署藥製字第047960號","敏喘克咀嚼錠4毫克","Anxokast chewable tablets 4mg","橢圓形","","紅","","無","11","AX 004",,"https://mcp.fda.gov.tw/insert/shapeImg/57697a56-048e-4617-a10e-5e89affcaa15_img_1?c=o"
"衛署藥製字第047961號","安寶寧 錠2毫克","Alpragin Tablets 2mg","四邊形","","白","","直線","16","A P R A","2","https://mcp.fda.gov.tw/insert/shapeImg/4fc7428c-f4e3-41c5-a687-dc779a41a703?c=o"
"衛署藥製字第047962號","""成大"" 清喉炎口腔噴液劑1.5毫克/毫升","Qing-hou-yan spray 1.5mg/ml ""Chen Ta""","液劑(包含糖漿用粉劑)","","藍","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/c6aec881-9094-4067-9d97-0991b579bdcd?c=o"
"衛署藥製字第047966號","靜安膜衣錠25毫克","TONE F.C. Tablets 25mg ","圓形","","紅","","無","7",,,"https://mcp.fda.gov.tw/insert/shapeImg/004a3423-20dc-45a6-bbce-767a2baa33a9?c=o"
"衛署藥製字第047982號","立穩癲膜衣錠800毫克","Gaty film-coated tablets 800mg","橢圓形","","白","","直線","19","AX 027","800","https://mcp.fda.gov.tw/insert/shapeImg/95b77483-f9f7-4a71-a0ee-a734b8794bc9?c=o"
"衛署藥製字第047984號","糖利平錠50毫克","Carlipin Tablets 50mg","圓形","","白","","無","7.4","YSP 6",,"https://mcp.fda.gov.tw/insert/shapeImg/5dfc5f0f-758f-4954-8c41-0761c9626762?c=o"
"衛署藥製字第047989號","思特寧膜衣錠3毫克","SPITERIN F.C. Tablets 3mg (Risperidone)","四邊形","","黃","","直線",,"SK","3","https://mcp.fda.gov.tw/insert/shapeImg/22294077-57a8-4cb8-85da-1374b61a3eba?c=o"
"衛署藥製字第047991號","悅消醣膜衣錠850毫克","Anxofin F.C. Tablets 850mg","圓形","","白","","無","14","AX 054",,"https://mcp.fda.gov.tw/insert/shapeImg/fdc9af2e-30ff-4db4-b807-c24b225e381c_img_1?c=o"
"衛署藥製字第047993號","喜伏菌膜衣錠250毫克","Ciflogen F.C. Tablets 250mg","圓形","","白","","直線","11","SW 250",,"https://mcp.fda.gov.tw/insert/shapeImg/a2d3f8a1-f98f-4e8d-8984-e40f60ca7047?c=o"
"衛署藥製字第047998號","""德聯"" 舒利通膜衣錠","Suliton F.C. Tab.","橢圓形","","黃","","直線","10","H S",,"https://mcp.fda.gov.tw/insert/shapeImg/9e9983e1-1219-49c2-b5a2-7a04802377ac?c=o"
"衛署藥製字第048027號","摩舒肝清膠囊","Ribarin Capsules","膠囊","","白","","無","19","tsh BR",,"https://mcp.fda.gov.tw/insert/shapeImg/09f93133-81f9-4d54-b5d8-f1f8626c559f?c=o"
"衛署藥製字第048028號","""成大""莫尼可錠15毫克","Meloxicam Tablets 15mg ""CHEN TA""","圓形","","黃","","直線","9","T110 15","S D","https://mcp.fda.gov.tw/insert/shapeImg/d1f6b7d2-552f-4409-b7c6-868b63b5a05c?c=o"
"衛署藥製字第048031號","""成大"" 享通膜衣錠20毫克","Synton Film coated Tablets 20mg ""CHEN TA""","圓形","","橘","","直線","7","S D",,"https://mcp.fda.gov.tw/insert/shapeImg/d8e64c05-c801-42b2-8e60-e09fdb4913f8?c=o"
"衛署藥製字第048037號","""台裕"" 護骨順膠囊250毫克　","Huglusone Capsules 250mg ""Tai Yu""","膠囊","","紅;;;白","","無","18","T Y P H01",,"https://mcp.fda.gov.tw/insert/shapeImg/ff6f2413-0e3e-4416-af9b-528dca27747a?c=o"
"衛署藥製字第048041號","""皇佳"" 普利思妥 膜衣錠2毫克","Perisdone F.C. Tablets 2mg ""Royal""","橢圓形","","黃","","直線","11",,,"https://mcp.fda.gov.tw/insert/shapeImg/6d586227-e6ae-46dd-8ff5-8a2b25194b93?c=o"
"衛署藥製字第048055號","""美時"" 妥品美 錠 100毫克","Topinmate Tablets 100mg ""LOTUS""","圓形","","白","","無","9","LO","26","https://mcp.fda.gov.tw/insert/shapeImg/54b4bf3e-ef2a-4fa1-b508-d3d9d493a777?c=o"
"衛署藥製字第048056號","永勝佳胃膠囊15毫克","Lanpo Capsules 15mg ""EVEREST""","膠囊","","白;;;白","","無","18","EP214",,"https://mcp.fda.gov.tw/insert/shapeImg/d02c485d-d971-41a7-84f0-f4e95a4ea2aa?c=o"
"衛署藥製字第048057號","安索糖錠30毫克","Anxotos Tablets 30mg","圓形","","白","","直線","7","AX 039",,"https://mcp.fda.gov.tw/insert/shapeImg/32e957b4-ceeb-4681-938a-ee46e864fe3f_img_1?c=o"
"衛署藥製字第048064號","樂壓定膜衣錠 4 毫克","Lesyn F.C. Tablets 4mg","橢圓形","","白","","直線","12.8","S Y ","L","https://mcp.fda.gov.tw/insert/shapeImg/16c7a5dc-943b-45df-b67e-f59f0091969f?c=o"
"衛署藥製字第048065號","骨多能加強型口服溶液用粉劑","Kudona-S Powder for Oral Solution","顆粒劑、粉劑或散劑","","白","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/c0376827-2978-4c93-a03a-74cfd0f472f3?c=o"
"衛署藥製字第048068號","非胰錠2毫克","Nonin Tablets 2mg","雙圓形","","綠","","直線","10","S W",,"https://mcp.fda.gov.tw/insert/shapeImg/7376a856-f4b5-40c5-a8ab-416e7802d5e7?c=o"
"衛署藥製字第048081號","""井田""固胃好錠","KUWEIHAU ""Chin Teng""","圓形","","白;;;粉","","直線","13","CTP D38",,"https://mcp.fda.gov.tw/insert/shapeImg/9f1283c6-18d8-4293-ad0f-543a702395c9?c=o"
"衛署藥製字第048082號","郝智內服溶液用顆粒劑 1200 毫克","Syntam Granules for Oral solution 1200 mg","顆粒劑、粉劑或散劑","","白","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/ad3dab50-4ac5-4abc-85fc-f15a7455ee98?c=o"
"衛署藥製字第048086號","""強生"" 肝福能 膠囊 150 毫克","JOMARIN CAPSULES 150MG ""JOHNSON""","膠囊","","紅;;;紅","","無","19",,,"https://mcp.fda.gov.tw/insert/shapeImg/1fffd8b4-7a02-4707-a3b3-4806315ba379?c=o"
"衛署藥製字第048087號","靜安膜衣錠10毫克","TONE F.C. Tablets 10mg","三角形","","紅","","無","5",,,"https://mcp.fda.gov.tw/insert/shapeImg/00b2f1f8-4da7-47d6-bb75-4fbb1fdce4e4?c=o"
"衛署藥製字第048089號","""信東""代蜜持續性藥效錠30毫克","Diamin MR Tablets 30mg (Gliclazide)","橢圓形","","白","","無","10","ST","427","https://mcp.fda.gov.tw/insert/shapeImg/f2c41c9e-abb4-41f1-9761-f23e266279c0?c=o"
"衛署藥製字第048092號","撫緒膜衣錠20毫克","Caremod F.C. Tablets 20mg","四邊形","","白","","直線","12","2 0","SW","https://mcp.fda.gov.tw/insert/shapeImg/6c2dc6af-39d9-4755-87eb-7e7d379e324d?c=o"
"衛署藥製字第048098號","泌特士錠30毫克","Glitos Tablets 30mg","圓形","","白","","直線","7.2","CCP C80",,"https://mcp.fda.gov.tw/insert/shapeImg/134cedac-f6fe-437a-a5f7-5811d523cec6?c=o"
"衛署藥製字第048099號","""美時"" 妥品美錠25毫克","Topinmate Tablets 25 mg ""LOTUS""","圓形","","白","","無","6","LO","28","https://mcp.fda.gov.tw/insert/shapeImg/33d22ecc-2b75-432a-912f-a14ef0161ad5?c=o"
"衛署藥製字第048120號","痛護寧膜衣錠200毫克","RINGL IB F.C. TABLETS 200mg","四邊形","","白","","無","16",,,"https://mcp.fda.gov.tw/insert/shapeImg/305a3f60-88e0-4be4-9632-e8546302da3a?c=o"
"衛署藥製字第048121號","""永信"" 糖必滅錠2毫克","Glipiride Tablets 2mg ""Yung Shin""","雙圓形","","綠","","直線","10","YSP 76",,"https://mcp.fda.gov.tw/insert/shapeImg/09d684da-c31f-4a5f-9c7c-55a0f1f75ca5?c=o"
"衛署藥製字第048122號","鈉利斯 持續性藥效膜衣錠1.5毫克","Narix SR F.C. Tablets 1.5 mg","圓形","","白","","無","8","NAX SY",,"https://mcp.fda.gov.tw/insert/shapeImg/9b0ade10-7174-4dab-981c-34078f80754a?c=o"
"衛署藥製字第048125號","""十全"" 驅敏持續釋放膜衣錠","Cetipo E.R. F.C. Tablets ""S.C.""","圓形","","白","","無","10","BZ",,"https://mcp.fda.gov.tw/insert/shapeImg/e07818d5-6627-4042-a56f-b4efaf3387d0?c=o"
"衛署藥製字第048128號","達爾能持續性膠囊120毫克","Diltelan Capsules 120mg","膠囊","","白;;;白","","無","19","120",,"https://mcp.fda.gov.tw/insert/shapeImg/a92468ee-fa66-42de-a710-86c73a322d6d_img_1?c=o"
"衛署藥製字第048130號","""正和"" 驅糖樂持續錠500毫克","C.T.L. XR Tablets 500mg ""C.H.""","橢圓形","","白","","直線","19","CHT03",,"https://mcp.fda.gov.tw/insert/shapeImg/3805fb72-0b33-4b2f-be6e-c5cd4d3cdbb2?c=o"
"衛署藥製字第048146號","敏易通錠","Minieton Tablets","圓形","","白","","無","6",,,"https://mcp.fda.gov.tw/insert/shapeImg/fcc55650-3a2e-4614-9d9e-5e9ef88751c0?c=o"
"衛署藥製字第048150號","痙得寧錠0.125毫克","Nuspas Tablets 0.125mg","圓形","","白","","無","6.2","SK","001","https://mcp.fda.gov.tw/insert/shapeImg/d743f186-97e0-482d-8e46-e12be5786444?c=o"
"衛署藥製字第048160號","美可喜膜衣錠","BIHAKU C F.C. TABLETS","圓形","","白","","無","10",,,"https://mcp.fda.gov.tw/insert/shapeImg/d968a946-4ab8-4d90-ab3d-144cb51beeba?c=o"
"衛署藥製字第048168號","""永信"" 心通寧錠6.25毫克","Cardiol Tablets 6.25mg ""Yung Shin""","圓形","","黃","","直線","7","YSP 62",,"https://mcp.fda.gov.tw/insert/shapeImg/cd6b1fb5-0729-4d4f-8a16-aa2316734362?c=o"
"衛署藥製字第048169號","""安星"" 立可隆錠4毫克","Licolone Tablets 4mg ""Astar""","圓形","","藍","","無","6.5","AS 728",,"https://mcp.fda.gov.tw/insert/shapeImg/fe4d31f9-f3ce-476b-806b-0a1fafe8919b?c=o"
"衛署藥製字第048171號","""柏理"" 信美寧膠囊150毫克","Silima Capsules 150mg “Pine Lawer”","膠囊","","紫;;;紫","","無","18","PLt",,"https://mcp.fda.gov.tw/insert/shapeImg/0f749121-d107-4ae6-aee5-3ab20948bfa2?c=o"
"衛署藥製字第048181號","維妮娜 錠","Venina Tablets","圓形","","白","","直線","6","SY","1 2 5","https://mcp.fda.gov.tw/insert/shapeImg/aaa94bce-430c-4d3a-b071-a02ab3edb723?c=o"
"衛署藥製字第048182號","美雅祥錠160毫克","MEGEJOHN TABLETS 160MG","橢圓形","","藍","","直線","19.2","M 160","SYN","https://mcp.fda.gov.tw/insert/shapeImg/7f4cdd55-b658-45cf-b8ff-f623dccd1104?c=o"
"衛署藥製字第048188號","""安星"" 舒服寧錠60毫克","Sufolin Tablets 60mg ""Astar""","圓形","","白","","直線","7.5","AS 250",,"https://mcp.fda.gov.tw/insert/shapeImg/77c3143a-2f58-4701-80e4-52802d8fc77a?c=o"
"衛署藥製字第048191號","""強生"" 活甲錠100微克","THYROID-S TABLETS 100UG ""JOHNSON""","圓形","","白","","直線","6.4",,,"https://mcp.fda.gov.tw/insert/shapeImg/3452c2a6-78be-4c06-8dc7-35ebc48aeda1?c=o"
"衛署藥製字第048216號","""信東"" 雷司動錠1毫克","Risdone Tablets 1 mg (Risperidone)","橢圓形","","白","","直線","12","R1 R1","SINTONG","https://mcp.fda.gov.tw/insert/shapeImg/11a63eb5-d945-47d2-b6ac-fbe78ef44836?c=o"
"衛署藥製字第048229號","諾消醣膜衣錠1000毫克","Anxoken F.C. Tablets 1000mg","橢圓形","","白","","直線","20","AX 053","1000","https://mcp.fda.gov.tw/insert/shapeImg/d4564c22-1679-4aec-b354-f1b3fe346442_img_1?c=o"
"衛署藥製字第048243號","喜安娜 膜衣錠","Heana F.C. Tablets","圓形","","白","","無","6.0","HEANA",,"https://mcp.fda.gov.tw/insert/shapeImg/3f25c134-1599-4d99-826e-185909733b6f?c=o"
"衛署藥製字第048271號","銀樂銀杏膜衣錠40毫克","Inlife Ginkgo Biloba Film Coated Tablets 40mg","圓形","","綠","","無","12.3","ST 004",,"https://mcp.fda.gov.tw/insert/shapeImg/299ea76f-8f7c-479b-9760-3398ab2e2217?c=o"
"衛署藥製字第048272號","""元宙"" 美禾錠","MeHo Tablets ""Y.C.""","圓形","","粉","","直線","7","A",,"https://mcp.fda.gov.tw/insert/shapeImg/7c9e982f-36d1-40ce-b3bf-be101f4ca206_img_1?c=o"
"衛署藥製字第048279號","""中美"" 便通便腸溶膜衣錠","Pantonpan E.C. Tablet ""C.M.""","圓形","","粉","","無","7","C M",,"https://mcp.fda.gov.tw/insert/shapeImg/014e133e-9df4-47fe-ad91-5de2456c918c?c=o"
"衛署藥製字第048280號","""羅得"" 可克暈錠","""ROOT"" K.U.N. Tablet","圓形","","黃","","直線","8","R",,"https://mcp.fda.gov.tw/insert/shapeImg/75d346c5-6022-4224-8f23-7356ca1b52f7?c=o"
"衛署藥製字第048292號","脂樂克 膠囊120毫克","Zerocal Capsules 120mg","膠囊","","藍","","無","20","PM 015","Zerocal 120","https://mcp.fda.gov.tw/insert/shapeImg/c161a235-35b3-4a41-9683-de9edf8ed41a?c=o"
"衛署藥製字第048307號","固胰康緩釋錠30毫克","Glycon Sustained-Release Tablets 30mg","橢圓形","","白","","無","10","G18","SW","https://mcp.fda.gov.tw/insert/shapeImg/b44adf7d-e668-4046-b982-44971548ffdb?c=o"
"衛署藥製字第048309號","鬱心平錠6.25毫克","Carvio Tablets 6.25mg","圓形","","黃","","直線","7","AX 017",,"https://mcp.fda.gov.tw/insert/shapeImg/bb154e51-d471-45b2-962d-62eea7af40ef_img_1?c=o"
"衛署藥製字第048320號","""元宙"" 肌力康錠","Kolax Tablets ""Y.C.""","圓形","","白","","直線","14","0215",,"https://mcp.fda.gov.tw/insert/shapeImg/86d10519-65ef-4d1b-97c1-70ab15420467_img_1?c=o"
"衛署藥製字第048323號","""元宙"" 保適痛錠","Femina Tablets ""Y.C.""","四邊形","","黃","","無","15","YUAN",,"https://mcp.fda.gov.tw/insert/shapeImg/7c0d4fae-4fe7-4458-8e27-cf1562d0ef7c_img_1?c=o"
"衛署藥製字第048330號","""元宙"" 美舒痰錠","Mitern Tablets ""Y.C.""","圓形","","粉","","直線","12","MJ 865",,"https://mcp.fda.gov.tw/insert/shapeImg/eaebfa13-d156-452d-9716-dec5b38e2e08_img_1?c=o"
"衛署藥製字第048333號","欣促胰錠30毫克","Glutazone Tablets 30mg","圓形","","白","","直線","7","YSP 184",,"https://mcp.fda.gov.tw/insert/shapeImg/e290c469-91c3-4c6d-9f37-041c800d4969?c=o"
